Sample	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr16	chr17	chr18	chr19	chr20	chr21	chr22	chrX	chrY	chrM	chr1_KI270706v1_random	chr1_KI270707v1_random	chr1_KI270708v1_random	chr1_KI270709v1_random	chr1_KI270710v1_random	chr1_KI270711v1_random	chr1_KI270712v1_random	chr1_KI270713v1_random	chr1_KI270714v1_random	chr2_KI270715v1_random	chr2_KI270716v1_random	chr3_GL000221v1_random	chr4_GL000008v2_random	chr5_GL000208v1_random	chr9_KI270717v1_random	chr9_KI270718v1_random	chr9_KI270719v1_random	chr9_KI270720v1_random	chr11_KI270721v1_random	chr14_GL000009v2_random	chr14_GL000225v1_random	chr14_KI270722v1_random	chr14_GL000194v1_random	chr14_KI270723v1_random	chr14_KI270724v1_random	chr14_KI270725v1_random	chr15_KI270727v1_random	chr16_KI270728v1_random	chr17_GL000205v2_random	chr17_KI270729v1_random	chr17_KI270730v1_random	chr22_KI270731v1_random	chr22_KI270732v1_random	chr22_KI270733v1_random	chr22_KI270734v1_random	chr22_KI270735v1_random	chr22_KI270736v1_random	chr22_KI270737v1_random	chr22_KI270738v1_random	chr22_KI270739v1_random	chrUn_KI270304v1	chrUn_KI270303v1	chrUn_KI270310v1	chrUn_KI270311v1	chrUn_KI270412v1	chrUn_KI270417v1	chrUn_KI270429v1	chrUn_KI270442v1	chrUn_KI270466v1	chrUn_KI270467v1	chrUn_KI270435v1	chrUn_KI270438v1	chrUn_KI270510v1	chrUn_KI270518v1	chrUn_KI270508v1	chrUn_KI270512v1	chrUn_KI270519v1	chrUn_KI270515v1	chrUn_KI270517v1	chrUn_KI270530v1	chrUn_KI270538v1	chrUn_KI270583v1	chrUn_KI270587v1	chrUn_KI270580v1	chrUn_KI270581v1	chrUn_KI270579v1	chrUn_KI270589v1	chrUn_KI270590v1	chrUn_KI270582v1	chrUn_KI270588v1	chrUn_KI270591v1	chrUn_KI270330v1	chrUn_KI270340v1	chrUn_KI270364v1	chrUn_KI270362v1	chrUn_KI270366v1	chrUn_KI270379v1	chrUn_KI270396v1	chrUn_KI270382v1	chrUn_KI270374v1	chrUn_KI270448v1	chrUn_KI270521v1	chrUn_GL000195v1	chrUn_GL000219v1	chrUn_GL000220v1	chrUn_GL000224v1	chrUn_KI270741v1	chrUn_GL000226v1	chrUn_GL000213v1	chrUn_KI270743v1	chrUn_KI270744v1	chrUn_KI270745v1	chrUn_KI270746v1	chrUn_KI270747v1	chrUn_KI270748v1	chrUn_KI270749v1	chrUn_KI270750v1	chrUn_KI270751v1	chrUn_KI270752v1	chrUn_KI270754v1	chrUn_KI270755v1	chrUn_KI270756v1	chrUn_KI270757v1	chrUn_GL000214v1	chrUn_KI270742v1	chrUn_GL000216v2	chrUn_GL000218v1	chr14_KI270726v1_random	chrUn_KI270320v1	chrUn_KI270316v1	chrUn_KI270315v1	chrUn_KI270312v1	chrUn_KI270317v1	chrUn_KI270411v1	chrUn_KI270414v1	chrUn_KI270420v1	chrUn_KI270424v1	chrUn_KI270423v1	chrUn_KI270509v1	chrUn_KI270511v1	chrUn_KI270507v1	chrUn_KI270584v1	chrUn_KI270329v1	chrUn_KI270333v1	chrUn_KI270337v1	chrUn_KI270363v1	chrUn_KI270373v1	chrUn_KI270753v1	chrUn_KI270322v1	chrUn_KI270465v1	chrUn_KI270468v1	chrUn_KI270516v1	chrUn_KI270522v1	chrUn_KI270528v1	chrUn_KI270336v1	chrUn_KI270383v1	chrUn_KI270393v1	chrUn_KI270384v1	chrUn_KI270371v1	chrUn_KI270419v1	chrUn_KI270418v1	chrUn_KI270395v1	chrUn_KI270394v1	chrUn_KI270375v1	chrUn_KI270425v1	chrUn_KI270372v1	chrUn_KI270305v1	chrUn_KI270378v1	chrUn_KI270388v1	chrUn_KI270544v1	chrUn_KI270593v1	chrEBV	chrUn_KI270529v1	chrUn_KI270302v1	chrUn_KI270335v1	chrUn_KI270338v1	chrUn_KI270387v1	chrUn_KI270539v1	chrUn_KI270392v1	chrUn_KI270548v1	chrUn_KI270334v1	chrUn_KI270376v1
P33410_1012.md	0.22999999999999998	0.20999999999999996	0.22999999999999998	0.16999999999999993	0.20999999999999996	0.19999999999999996	0.25	0.19999999999999996	0.16999999999999993	0.20999999999999996	0.19999999999999996	0.18999999999999995	0.1100000000000001	0.09000000000000008	0.17999999999999994	0.17999999999999994	0.19999999999999996	0.16999999999999993	0.20999999999999996	0.20999999999999996	0.19999999999999996	0.1499999999999999	0.1299999999999999	0.0	24.98	0.22999999999999998	0.3700000000000001	0.18999999999999995	0.29000000000000004	0.3500000000000001	0.8999999999999999	0.14000000000000012	0.30000000000000004	0.16999999999999993	0.010000000000000009	0.020000000000000018	0.33000000000000007	0.27	0.16999999999999993	0.10000000000000009	0.33000000000000007	0.14000000000000012	0.3500000000000001	0.010000000000000009	0.43999999999999995	0.8500000000000001	0.24	0.21999999999999997	0.3999999999999999	0.29000000000000004	0.07000000000000006	0.09000000000000008	0.14000000000000012	0.3999999999999999	0.06000000000000005	0.030000000000000027	0.19999999999999996	0.3599999999999999	0.5	0.19999999999999996	0.22999999999999998	0.010000000000000009	0.020000000000000018	0.06000000000000005	0.030000000000000027			0.33000000000000007	0.040000000000000036		0.0	1.0	0.26	1.33	1.6099999999999999	0.17999999999999994	0.1499999999999999		0.19999999999999996	0.5	0.040000000000000036	0.14000000000000012	0.08000000000000007	0.14000000000000012	0.0	0.22999999999999998	0.6699999999999999	0.33000000000000007	0.25	0.27	0.06000000000000005	0.07000000000000006	0.30000000000000004	0.20999999999999996	0.22999999999999998	0.16999999999999993	2.5	0.33000000000000007	0.33000000000000007		0.17999999999999994					0.06000000000000005	0.06000000000000005	0.26	0.1299999999999999	0.6699999999999999	0.8700000000000001	0.040000000000000036	0.8700000000000001	0.07000000000000006	0.32000000000000006	0.43999999999999995	0.14000000000000012	0.42999999999999994	0.040000000000000036	0.1200000000000001	0.17999999999999994	0.19999999999999996	0.3500000000000001	0.0	0.33000000000000007	0.08000000000000007	0.010000000000000009	0.10000000000000009	0.53	0.4099999999999999	0.3999999999999999	0.5699999999999998	0.0			0.19999999999999996			0.33000000000000007	0.19999999999999996		0.19999999999999996		0.19999999999999996	0.06000000000000005	0.44999999999999996	0.19999999999999996		0.0	0.6699999999999999			0.10000000000000009			0.0				0.0										0.25					0.0	0.0			0.19999999999999996	0.6699999999999999	0.33000000000000007	0.0					
P33410_1013.md	0.21999999999999997	0.18999999999999995	0.22999999999999998	0.18999999999999995	0.18999999999999995	0.17999999999999994	0.22999999999999998	0.17999999999999994	0.15999999999999992	0.20999999999999996	0.18999999999999995	0.16999999999999993	0.1200000000000001	0.08000000000000007	0.15999999999999992	0.1499999999999999	0.16999999999999993	0.18999999999999995	0.1499999999999999	0.20999999999999996	0.18999999999999995	0.1299999999999999	0.10000000000000009	0.0	105.00999999999998	0.25	0.17999999999999994	0.1299999999999999	0.48	0.25	0.79	0.18999999999999995	0.45999999999999996	0.1200000000000001	0.010000000000000009	0.020000000000000018	0.33000000000000007	0.27	0.10000000000000009	0.14000000000000012	0.4500000000000002	0.1200000000000001	0.30000000000000004	0.030000000000000027	0.3500000000000001	0.99	0.25	0.19999999999999996	0.3700000000000001	0.3999999999999999	0.06000000000000005	0.1200000000000001	0.1299999999999999	0.3500000000000001	0.15999999999999992	0.07000000000000006	0.21999999999999997	0.42999999999999994	0.6699999999999999	0.16999999999999993	0.53	0.040000000000000036	0.07000000000000006	0.1100000000000001	0.010000000000000009			0.33000000000000007					0.1499999999999999	14.98	16.49	0.1200000000000001	0.5800000000000001			0.25	0.16999999999999993	0.06000000000000005	0.0	0.14000000000000012		0.1100000000000001	0.6699999999999999		1.0		0.0	0.030000000000000027	0.10000000000000009	0.3599999999999999	0.08000000000000007	0.08000000000000007	3.5				0.06000000000000005					0.25	0.0	0.21999999999999997	0.1299999999999999	0.69	0.78	0.040000000000000036	0.18999999999999995	0.09000000000000008	0.24	0.49	0.1499999999999999	0.42999999999999994	0.030000000000000027	0.1499999999999999	0.24	0.15999999999999992	0.44999999999999996		0.15999999999999992	0.040000000000000036	0.020000000000000018	0.030000000000000027	0.6000000000000001	0.42999999999999994	0.56	0.47		0.1100000000000001													0.10000000000000009		1.1600000000000001	3.0		0.0	0.1299999999999999			0.1100000000000001		0.08000000000000007		0.6699999999999999				0.0																							
P33410_1014.md	0.21999999999999997	0.19999999999999996	0.21999999999999997	0.19999999999999996	0.20999999999999996	0.17999999999999994	0.22999999999999998	0.17999999999999994	0.15999999999999992	0.19999999999999996	0.19999999999999996	0.16999999999999993	0.1200000000000001	0.08000000000000007	0.15999999999999992	0.1499999999999999	0.16999999999999993	0.19999999999999996	0.15999999999999992	0.19999999999999996	0.19999999999999996	0.1299999999999999	0.10000000000000009	0.0	70.64999999999999	0.30000000000000004	0.22999999999999998	0.15999999999999992	0.6000000000000001	0.33000000000000007	0.8200000000000001	0.15999999999999992	0.5	0.16999999999999993	0.010000000000000009	0.010000000000000009	0.3500000000000001	0.26	0.1299999999999999	0.19999999999999996	0.45999999999999996	0.21999999999999997	0.3700000000000001	0.030000000000000027	0.3799999999999999	1.1100000000000003	0.25	0.18999999999999995	0.33000000000000007	0.3599999999999999	0.06000000000000005	0.1200000000000001	0.1299999999999999	0.3500000000000001	0.1100000000000001	0.030000000000000027	0.20999999999999996	0.47	0.6000000000000001	0.17999999999999994	0.33000000000000007	0.040000000000000036	0.06000000000000005	0.1299999999999999	0.0								0.19999999999999996	18.97	19.860000000000003	0.06000000000000005	0.9099999999999997	0.0		0.25	0.1299999999999999	0.030000000000000027		0.0		0.07000000000000006	1.33	0.0	0.0	0.07000000000000006		0.010000000000000009	0.30000000000000004	0.14000000000000012		0.16999999999999993	3.25			0.0	0.1200000000000001	0.33000000000000007		0.1100000000000001		0.1200000000000001	0.06000000000000005	0.25	0.15999999999999992	0.77	1.02	0.020000000000000018	0.18999999999999995	0.09000000000000008	0.29000000000000004	0.5800000000000001	0.15999999999999992	0.32000000000000006	0.040000000000000036	0.14000000000000012	0.20999999999999996	0.17999999999999994	0.47		0.32000000000000006	0.010000000000000009	0.030000000000000027	0.08000000000000007	0.77	0.44999999999999996	0.5700000000000001	0.45999999999999996	0.010000000000000009	0.21999999999999997								0.0				0.09000000000000008	0.10000000000000009	0.6600000000000001	0.8300000000000001	1.6600000000000001	0.25		0.1299999999999999	0.0	0.5	0.33000000000000007			0.0	0.6699999999999999										0.0	0.0		0.0		0.33000000000000007	0.14000000000000012	0.0										
P33410_1015.md	0.21999999999999997	0.18999999999999995	0.21999999999999997	0.18999999999999995	0.19999999999999996	0.17999999999999994	0.22999999999999998	0.16999999999999993	0.15999999999999992	0.19999999999999996	0.19999999999999996	0.16999999999999993	0.1200000000000001	0.08000000000000007	0.15999999999999992	0.1499999999999999	0.16999999999999993	0.17999999999999994	0.15999999999999992	0.19999999999999996	0.18999999999999995	0.1299999999999999	0.10000000000000009	0.0	94.52999999999997	0.30000000000000004	0.16999999999999993	0.1499999999999999	0.49	0.27	0.9199999999999999	0.16999999999999993	0.51	0.21999999999999997	0.0	0.010000000000000009	0.3700000000000001	0.30000000000000004	0.08000000000000007	0.09000000000000008	0.42999999999999994	0.16999999999999993	0.27	0.040000000000000036	0.3700000000000001	0.9199999999999999	0.21999999999999997	0.20999999999999996	0.41999999999999993	0.27	0.08000000000000007	0.1299999999999999	0.1100000000000001	0.3900000000000001	0.1299999999999999	0.09000000000000008	0.24	0.6099999999999999	0.7	0.20999999999999996	0.44999999999999996	0.050000000000000044	0.06000000000000005	0.09000000000000008	0.010000000000000009			0.33000000000000007					0.16999999999999993	13.96	12.229999999999997	0.06000000000000005	0.55			0.5	0.1299999999999999	0.040000000000000036	0.08000000000000007			0.07000000000000006	0.6699999999999999		0.25	0.47	0.030000000000000027	0.020000000000000018	0.10000000000000009	0.20999999999999996		0.25	3.0			0.1200000000000001	0.06000000000000005					0.0	0.06000000000000005	0.25	0.14000000000000012	0.8200000000000001	0.8999999999999999	0.030000000000000027	0.26	0.09000000000000008	0.25	0.41000000000000014	0.1299999999999999	0.42999999999999994	0.050000000000000044	0.1200000000000001	0.16999999999999993	0.1499999999999999	0.47		0.1200000000000001	0.050000000000000044	0.040000000000000036	0.030000000000000027	0.5899999999999999	0.43999999999999995	0.5700000000000001	0.43999999999999995	0.010000000000000009	0.0						0.0	0.19999999999999996						0.10000000000000009		0.6699999999999999	1.0	0.25		0.15999999999999992	0.020000000000000018		0.1100000000000001		0.0	0.0	0.33000000000000007									0.0			0.33000000000000007	0.0	0.0													
P33410_1016.md	0.21999999999999997	0.18999999999999995	0.22999999999999998	0.20999999999999996	0.21999999999999997	0.20999999999999996	0.25	0.16999999999999993	0.17999999999999994	0.21999999999999997	0.20999999999999996	0.16999999999999993	0.1299999999999999	0.09000000000000008	0.17999999999999994	0.1299999999999999	0.1499999999999999	0.19999999999999996	0.15999999999999992	0.19999999999999996	0.18999999999999995	0.1200000000000001	0.10000000000000009	0.0	105.75999999999999	0.28	0.31000000000000005	0.18999999999999995	0.6400000000000001	0.25	0.8600000000000001	0.1499999999999999	0.6800000000000002	0.20999999999999996	0.0	0.030000000000000027	0.3999999999999999	0.22999999999999998	0.1100000000000001	0.1200000000000001	0.3700000000000001	0.14000000000000012	0.24	0.050000000000000044	0.27	1.0700000000000003	0.24	0.19999999999999996	0.16999999999999993	0.19999999999999996	0.09000000000000008	0.1200000000000001	0.07000000000000006	0.49	0.15999999999999992	0.06000000000000005	0.18999999999999995	0.6000000000000001	0.71	0.19999999999999996	0.3500000000000001	0.040000000000000036	0.040000000000000036	0.050000000000000044	0.040000000000000036			0.0		0.0		0.33000000000000007	0.15999999999999992	17.630000000000003	18.75	0.1100000000000001	0.6699999999999999		0.0	0.5	0.16999999999999993	0.06000000000000005	0.0			0.1100000000000001	1.0		1.25	0.1299999999999999	0.020000000000000018	0.010000000000000009	0.19999999999999996	0.3599999999999999	0.0	0.25	4.5			0.0						0.06000000000000005	0.06000000000000005	0.3500000000000001	0.20999999999999996	0.7	1.0099999999999998	0.040000000000000036	0.26	0.08000000000000007	0.29000000000000004	0.5900000000000001	0.20999999999999996	0.42999999999999994	0.040000000000000036	0.1499999999999999	0.24	0.1200000000000001	0.49		0.26	0.050000000000000044	0.010000000000000009	0.050000000000000044	0.73	0.43999999999999995	0.54	0.3999999999999999	0.010000000000000009								0.19999999999999996	0.19999999999999996	0.5			0.0	0.19999999999999996		0.6699999999999999	0.6699999999999999	0.0	0.33000000000000007	0.1499999999999999	0.020000000000000018	0.5	0.21999999999999997		0.08000000000000007	0.33000000000000007								0.33000000000000007																				
P33410_1017.md	0.20999999999999996	0.18999999999999995	0.21999999999999997	0.18999999999999995	0.18999999999999995	0.17999999999999994	0.21999999999999997	0.16999999999999993	0.1499999999999999	0.19999999999999996	0.18999999999999995	0.16999999999999993	0.1100000000000001	0.08000000000000007	0.15999999999999992	0.1499999999999999	0.15999999999999992	0.17999999999999994	0.1499999999999999	0.19999999999999996	0.20999999999999996	0.1299999999999999	0.15999999999999992	0.0	102.82	0.30000000000000004	0.1499999999999999	0.17999999999999994	0.44999999999999996	0.28	0.79	0.18999999999999995	0.6000000000000001	0.15999999999999992	0.0	0.010000000000000009	0.32000000000000006	0.29000000000000004	0.10000000000000009	0.15999999999999992	0.49	0.16999999999999993	0.27	0.040000000000000036	0.3799999999999999	1.1799999999999997	0.21999999999999997	0.24	0.43999999999999995	0.3899999999999999	0.08000000000000007	0.10000000000000009	0.1100000000000001	0.3500000000000001	0.14000000000000012	0.040000000000000036	0.1499999999999999	0.45999999999999996	0.71	0.15999999999999992	0.3400000000000001	0.06000000000000005	0.07000000000000006	0.15999999999999992	0.010000000000000009		0.25						0.18999999999999995	17.94	14.879999999999997	0.07000000000000006	0.77			0.5	0.040000000000000036	0.050000000000000044	0.0			0.09000000000000008	1.0		0.75	0.07000000000000006	0.050000000000000044	0.010000000000000009	0.10000000000000009	0.3599999999999999	0.08000000000000007	0.16999999999999993	2.5	0.33000000000000007		0.0	0.06000000000000005			0.0	0.0	0.18999999999999995	0.18999999999999995	0.22999999999999998	0.1299999999999999	0.6699999999999999	0.98	0.020000000000000018	0.29000000000000004	0.07000000000000006	0.25	0.53	0.1499999999999999	0.47	0.040000000000000036	0.1200000000000001	0.18999999999999995	0.15999999999999992	0.44999999999999996		0.21999999999999997	0.08000000000000007	0.020000000000000018	0.030000000000000027	0.79	0.45999999999999996	0.5800000000000001	0.41999999999999993	0.010000000000000009			0.19999999999999996					0.0		0.5	0.0		0.0	0.10000000000000009	0.33000000000000007	0.8400000000000001	2.67	0.0	0.0	0.1299999999999999	0.07000000000000006	0.0	0.43999999999999995	0.33000000000000007		0.0	0.33000000000000007			0.0	0.0									0.33000000000000007							0.0					0.25		
P33410_1018.md	0.20999999999999996	0.17999999999999994	0.21999999999999997	0.21999999999999997	0.18999999999999995	0.16999999999999993	0.21999999999999997	0.16999999999999993	0.15999999999999992	0.20999999999999996	0.18999999999999995	0.16999999999999993	0.10000000000000009	0.08000000000000007	0.1499999999999999	0.14000000000000012	0.16999999999999993	0.17999999999999994	0.1499999999999999	0.19999999999999996	0.18999999999999995	0.1200000000000001	0.20999999999999996	0.0	101.83999999999997	0.22999999999999998	0.17999999999999994	0.1100000000000001	0.44999999999999996	0.20999999999999996	0.76	0.1499999999999999	0.41999999999999993	0.1499999999999999	0.0	0.010000000000000009	0.29000000000000004	0.28	0.1499999999999999	0.25	0.3900000000000001	0.1200000000000001	0.30000000000000004	0.050000000000000044	0.3799999999999999	1.1399999999999997	0.18999999999999995	0.16999999999999993	0.44999999999999996	0.3900000000000001	0.08000000000000007	0.1200000000000001	0.1100000000000001	0.4099999999999999	0.1399999999999999	0.050000000000000044	0.24	0.74	0.6699999999999999	0.16999999999999993	0.3799999999999999	0.06000000000000005	0.040000000000000036	0.08000000000000007	0.020000000000000018								0.1499999999999999	10.29	9.59	0.06000000000000005	0.5800000000000001	0.0		0.75	0.21999999999999997	0.040000000000000036	0.0			0.08000000000000007	0.6699999999999999	0.0	1.0	0.07000000000000006	0.020000000000000018	0.010000000000000009		0.29000000000000004	0.0	0.08000000000000007	4.25		0.0		0.0	0.33000000000000007				0.06000000000000005	0.06000000000000005	0.29000000000000004	0.1299999999999999	0.8	0.7400000000000002	0.020000000000000018	0.18999999999999995	0.10000000000000009	0.29000000000000004	0.3799999999999999	0.17999999999999994	0.3500000000000001	0.040000000000000036	0.09000000000000008	0.17999999999999994	0.16999999999999993	0.43999999999999995		0.25	0.14000000000000012	0.040000000000000036	0.040000000000000036	0.5900000000000001	0.33999999999999986	0.6000000000000001	0.45999999999999996	0.0	0.1100000000000001					0.16999999999999993		0.0	0.19999999999999996		0.0	0.0	0.0	0.10000000000000009		1.0099999999999998	1.6500000000000004	0.0		0.1299999999999999	0.0	0.25	0.33000000000000007		0.25	0.0	1.0										0.25	0.0									0.33000000000000007			0.0	0.5			
P33410_1019.md	0.31000000000000005	0.17999999999999994	0.14000000000000012	0.19999999999999996	0.19999999999999996	0.1100000000000001	0.32000000000000006	0.1200000000000001	0.22999999999999998	0.16999999999999993	0.27	0.16999999999999993	0.030000000000000027	0.1200000000000001	0.1499999999999999	0.26	0.20999999999999996	0.1499999999999999	0.19999999999999996	0.1499999999999999	0.10000000000000009	0.08000000000000007	0.07000000000000006	0.0	81.94999999999999	0.43999999999999995	0.31999999999999984	0.17999999999999994	0.94	0.53	2.04	0.3700000000000001	1.19	0.3999999999999999	0.0	0.030000000000000027	0.3700000000000001	0.16999999999999993	0.17999999999999994	0.18999999999999995	0.47	0.1200000000000001	0.30000000000000004	0.010000000000000009	0.49	1.4900000000000002	0.31000000000000005	0.3599999999999999	0.54	0.55	0.08000000000000007	0.1499999999999999	0.19999999999999996	0.3900000000000001	0.30000000000000004	0.1299999999999999	0.0	0.56	0.6499999999999999	0.0	0.44999999999999996	0.050000000000000044	0.09000000000000008	0.15999999999999992	0.010000000000000009				0.040000000000000036				0.18999999999999995	35.59	40.45	0.040000000000000036	0.15999999999999992	0.19999999999999996	0.19999999999999996	0.5	0.1499999999999999	0.010000000000000009	0.0	0.14000000000000012		0.15999999999999992	1.0		0.25	0.19999999999999996	0.050000000000000044	0.0	0.0	0.29000000000000004		0.08000000000000007	5.25		0.16999999999999993	0.0	0.06000000000000005	0.33000000000000007						0.27	0.21999999999999997	0.6499999999999999	1.0099999999999998	0.06000000000000005	0.18999999999999995	0.0	0.31000000000000005	0.78	0.25	0.44999999999999996	0.040000000000000036	0.1299999999999999	0.27	0.26	0.6200000000000001		0.06000000000000005	0.050000000000000044	0.0	0.020000000000000018	0.97	0.55	0.76	0.6800000000000002	0.020000000000000018	0.1100000000000001													0.19999999999999996		0.33000000000000007	1.33	0.0		0.1499999999999999	0.050000000000000044	0.0	0.0	0.0	0.0	0.16999999999999993	0.0	0.0	0.0	0.0	0.16999999999999993																							
P33410_1020.md	0.17999999999999994	0.1499999999999999	0.27	0.32000000000000006	0.18999999999999995	0.22999999999999998	0.19999999999999996	0.1299999999999999	0.1200000000000001	0.21999999999999997	0.29000000000000004	0.20999999999999996	0.1499999999999999	0.06000000000000005	0.18999999999999995	0.10000000000000009	0.1499999999999999	0.21999999999999997	0.09000000000000008	0.1100000000000001	0.18999999999999995	0.14000000000000012	0.06000000000000005	0.0	159.67000000000002	0.24	0.1399999999999999	0.1499999999999999	0.5	0.29000000000000004	1.0899999999999999	0.1100000000000001	0.55	0.1299999999999999	0.0	0.010000000000000009	0.43999999999999995	0.31000000000000005	0.050000000000000044	0.1100000000000001	0.48	0.1200000000000001	0.3599999999999999	0.0	0.4099999999999999	1.5499999999999998	0.3799999999999999	0.21999999999999997	0.6000000000000001	0.41999999999999993	0.08000000000000007	0.22999999999999998	0.010000000000000009	0.48	0.19999999999999996	0.06000000000000005	0.20999999999999996	0.6000000000000001	0.74	0.16999999999999993	0.42999999999999994	0.06000000000000005	0.07000000000000006	0.07000000000000006	0.010000000000000009					0.0		0.0	0.25	29.270000000000003	29.270000000000007	0.1100000000000001	0.8799999999999999			0.5	0.16999999999999993	0.1299999999999999	0.0			0.06000000000000005	0.6699999999999999		0.75	0.1299999999999999	0.030000000000000027	0.010000000000000009		0.6400000000000001	0.08000000000000007	0.16999999999999993	5.25		0.0		0.0					0.06000000000000005	0.1200000000000001	0.33000000000000007	0.1499999999999999	0.8	1.1899999999999995	0.030000000000000027	0.18999999999999995	0.010000000000000009	0.30000000000000004	0.6799999999999999	0.14000000000000012	0.29000000000000004	0.020000000000000018	0.16999999999999993	0.21999999999999997	0.18999999999999995	0.5900000000000001		0.1100000000000001	0.050000000000000044	0.030000000000000027	0.020000000000000018	0.94	0.54	0.79	0.44999999999999996	0.0	0.1100000000000001							0.0			0.19999999999999996		0.17999999999999994	0.10000000000000009		1.33	2.3200000000000003	0.25	0.33000000000000007	0.1299999999999999		0.0			0.08000000000000007	0.16999999999999993	1.0				0.16999999999999993						0.0		0.33000000000000007			0.0												
P33410_1021.md	0.20999999999999996	0.18999999999999995	0.22999999999999998	0.18999999999999995	0.19999999999999996	0.17999999999999994	0.22999999999999998	0.17999999999999994	0.15999999999999992	0.20999999999999996	0.18999999999999995	0.17999999999999994	0.1200000000000001	0.08000000000000007	0.15999999999999992	0.1499999999999999	0.16999999999999993	0.18999999999999995	0.15999999999999992	0.19999999999999996	0.18999999999999995	0.1200000000000001	0.10000000000000009	0.0	87.41999999999999	0.17999999999999994	0.1499999999999999	0.17999999999999994	0.56	0.33000000000000007	0.97	0.17999999999999994	0.5900000000000001	0.16999999999999993	0.010000000000000009	0.010000000000000009	0.28	0.30000000000000004	0.1299999999999999	0.20999999999999996	0.43999999999999995	0.1200000000000001	0.32000000000000006	0.030000000000000027	0.3700000000000001	1.3599999999999999	0.28	0.24	0.42999999999999994	0.30000000000000004	0.08000000000000007	0.10000000000000009	0.1200000000000001	0.41000000000000014	0.17999999999999994	0.08000000000000007	0.19999999999999996	0.5800000000000001	0.71	0.15999999999999992	0.44999999999999996	0.050000000000000044	0.07000000000000006	0.1499999999999999	0.050000000000000044							0.33000000000000007	0.19999999999999996	24.64	31.570000000000007	0.1100000000000001	0.79				0.07000000000000006	0.08000000000000007				0.1100000000000001	0.0		0.5	0.1299999999999999	0.0	0.08000000000000007	0.3999999999999999	0.14000000000000012		0.25	3.5	0.6699999999999999		0.1200000000000001	0.06000000000000005	0.0		0.0	0.0	0.0	0.1200000000000001	0.30000000000000004	0.14000000000000012	0.8	1.0499999999999998	0.050000000000000044	0.22999999999999998	0.10000000000000009	0.26	0.52	0.15999999999999992	0.4099999999999999	0.030000000000000027	0.16999999999999993	0.21999999999999997	0.17999999999999994	0.45999999999999996		0.15999999999999992	0.040000000000000036	0.040000000000000036	0.040000000000000036	0.73	0.44999999999999996	0.6800000000000002	0.43999999999999995	0.0	0.1100000000000001							0.0	0.19999999999999996				0.0			1.5	1.9900000000000002	0.5	0.33000000000000007	0.1499999999999999		0.25	0.21999999999999997		0.08000000000000007	0.16999999999999993	1.0					0.0														0.3999999999999999								
P33410_1022.md	0.21999999999999997	0.19999999999999996	0.22999999999999998	0.19999999999999996	0.20999999999999996	0.17999999999999994	0.22999999999999998	0.18999999999999995	0.15999999999999992	0.20999999999999996	0.20999999999999996	0.16999999999999993	0.1200000000000001	0.08000000000000007	0.16999999999999993	0.15999999999999992	0.18999999999999995	0.19999999999999996	0.16999999999999993	0.20999999999999996	0.19999999999999996	0.1299999999999999	0.10000000000000009	0.0	84.65	0.25	0.14000000000000012	0.1499999999999999	0.42999999999999994	0.27	1.1099999999999999	0.19999999999999996	0.6099999999999999	0.14000000000000012	0.0	0.010000000000000009	0.32000000000000006	0.25	0.08000000000000007	0.17999999999999994	0.41000000000000014	0.19999999999999996	0.27	0.020000000000000018	0.3700000000000001	0.9100000000000001	0.25	0.22999999999999998	0.45999999999999996	0.28	0.09000000000000008	0.10000000000000009	0.1100000000000001	0.47	0.09000000000000008	0.06000000000000005	0.19999999999999996	0.52	0.74	0.20999999999999996	0.47	0.030000000000000027	0.06000000000000005	0.050000000000000044	0.010000000000000009				0.040000000000000036			0.33000000000000007	0.15999999999999992	7.32	7.85	0.040000000000000036	0.54	0.19999999999999996		0.5	0.09000000000000008	0.08000000000000007	0.08000000000000007			0.030000000000000027	0.33000000000000007		0.5	0.27	0.0	0.020000000000000018	0.0	0.29000000000000004		0.15999999999999992	4.5									0.06000000000000005	0.06000000000000005	0.31000000000000005	0.14000000000000012	0.77	1.0	0.040000000000000036	0.18999999999999995	0.10000000000000009	0.27	0.43999999999999995	0.14000000000000012	0.31999999999999984	0.030000000000000027	0.1200000000000001	0.20999999999999996	0.22999999999999998	0.51		0.1499999999999999	0.010000000000000009	0.030000000000000027	0.040000000000000036	0.6499999999999999	0.41999999999999993	0.44999999999999996	0.51	0.020000000000000018						0.16999999999999993			0.0					0.0	0.33000000000000007	0.8300000000000001	1.3399999999999999			0.16999999999999993		0.0	0.21999999999999997			0.0	0.0										0.0																	
